4925	Iritis	0	4
15558	Atopic_Dermatitis	0	4
15222	gargoylism	0	4
17783	carditis	0	4
19630	encephalomyelitis	0	4
4070	Aortic_aneurysm	0	4
3035	Atopic_eczema	0	4
2948	inflammatory_disease	0	4
8945	Aortic_aneurysms	0	4
13656	viral_pneumonia	0	4
7355	dengue	0	4
7221	inflammatory_diseases	0	4
1425	Sore_throat	0	4
2027	Erysipelas	0	4
18357	Tonsillitis	0	4
20121	Aortitis	0	4
4254	Pharyngitis	0	4
19651	Takayasu's_arteritis	0	4
17161	Pyelitis	0	4
19466	hydrarthrosis	0	4
16278	PIDS	0	4
19545	Bursitis	0	4
19283	tetralogy_of_Fallot	0	4
10642	Erythroblastosis	0	4
9947	Atopic_Eczema	0	4
7782	folliculitis	0	4
6121	Folliculitis	0	4
3484	vesicular_stomatitis	0	4
12194	rheumatic_fever	0	4
20093	pneumocystis_pneumonia	0	4
2743	Vesicular_stomatitis	0	4
16103	NEC	0	4
5590	Reiter's_disease	0	4
5922	radiculitis	0	4
7202	Glossitis	0	4
16370	thalassemias	0	4
16903	Carditis	0	4
7751	NECs	0	4
11251	pyelitis	0	4
14133	Guillain-Barre_syndrome	0	4
12423	esophagitis	0	4
4449	proctitis	0	4
646	Cerebral_Aneurysms	0	4
8218	Guillain-Barre_Syndrome	0	4
11327	Necrotizing_enterocolitis	0	4
4043	Pneumocystis_pneumonia	0	4
9890	Lassa_fever	0	4
7365	pneumonitis	0	4
11851	Acne	0	4
13142	osteitis_deformans	0	4
10043	Dengue	0	4
8888	Inflammatory_Bowel_Diseases	0	4
3591	pneumonic	0	4
2946	PIDs	0	4
2794	Sialadenitis	0	4
17445	Aspiration_pneumonia	0	4
4994	peritonitis	0	4
4241	Cerebral_aneurysms	0	4
18269	Banti's_disease	0	4
2205	aortitis	0	4
10789	Oesophagitis	0	4
4602	chronic_bronchitis	0	4
5491	tabes_dorsalis	0	4
9311	Inflammatory_bowel_disease	0	4
12484	oesophagitis	0	4
11983	necrotizing_enterocolitis	0	4
12045	Hepatocellular_Carcinomas	0	7
11143	Prostate_Cancer	0	7
7666	Leukaemias	0	7
18173	prostatic_adenocarcinomas	0	7
13936	Oral_Cancer	0	7
14137	colon_cancers	0	7
19169	seminoma	0	7
15536	acute_leukemia	0	7
3470	Adenocarcinoma	0	7
5361	embryonal_carcinoma	0	7
6091	HEPATOCELLULAR_CARCINOMA	0	7
19129	Lymphomas	0	7
1608	colon_cancer	0	7
11654	hepatocellular_carcinomas	0	7
2659	skin_cancers	0	7
18829	carcinogenic	0	7
14388	Breast_cancers	0	7
8992	lung_cancers	0	7
10595	ADENOCARCINOMA	0	7
10364	embryonal_carcinomas	0	7
10018	prostate_cancer	0	7
1780	hematochezia	0	7
11349	Acute_leukemia	0	7
19766	endometrial_cancers	0	7
9585	lymphoma	0	7
9524	seminomas	0	7
16590	hepatocellular_carcinoma	0	7
715	SEMINOMA	0	7
3955	Lung_cancer	0	7
14561	Hepatoma	0	7
1697	Lymphoma	0	7
19898	squamous_cell_carcinoma	0	7
11218	Carcinoma_in_situ	0	7
12576	Small_Cell_Carcinoma	0	7
3717	quadriplegics	0	3
11643	GIT	0	3
6801	passiveness	0	3
19999	bitterness	0	3
2148	paretic	0	3
9572	colds	0	3
12657	MVPS	0	3
3492	CHOICE	0	3
1854	Epileptics	0	3
425	writers	0	3
733	COLD	0	3
17989	Alcoholic	0	3
3299	hairiness	0	3
16711	Psychotic	0	3
11453	rates	0	3
4204	athlete	0	3
17068	SUM	0	3
17884	PCs	0	3
1821	epileptics	0	3
3198	articulators	0	3
13272	quadriplegic	0	3
2541	CHAp	0	3
2258	OAF	0	3
19109	hemiplegic	0	3
11068	medical	0	3
7923	Obsessive-compulsive	0	3
7766	MEDICAL	0	3
11369	ALCOHOLIC	0	3
12028	DJS	0	3
10458	Infectious_Diseases	0	3
17623	Kp	0	3
8354	Infectious_diseases	0	3
11974	Parkinson's_diseases	0	2
14039	neurasthenia	0	2
14571	central_nervous_system	0	2
12994	meralgia	0	2
16471	ataxia	0	2
4987	neurosyphilis	0	2
12727	Tay-Sachs	0	2
14884	generalized_epilepsy	0	2
7956	midbrain	0	2
14733	Parkinson's	0	2
6928	Amyotrophic_Lateral_Sclerosis	0	2
15505	status_epilepticus	0	2
7142	Status_Epilepticus	0	2
14210	Brain_damage	0	2
8035	Neurological_Diseases	0	2
7156	encephalon	0	2
500	Chest_pain	0	2
11200	neuroscience	0	2
19875	cerebellum	0	2
5328	dementias	0	2
18487	proctalgia	0	2
11569	phobic_disorders	0	2
14613	dyskinesia	0	2
2837	CNs	0	2
7783	brain_damages	0	2
8130	brain	0	2
17934	Epilepsies	0	2
14779	colic	0	2
13531	brain_damage	0	2
15892	glossodynia	0	2
9696	phobias	0	2
9332	neuromas	0	2
2011	chest_pains	0	2
16899	Brain_Disease	0	2
1653	brain_diseases	0	2
16964	hereditary_cerebellar_ataxia	0	2
6634	glossalgia	0	2
7449	ganglion	0	2
6315	insanity	0	2
5431	regurgitation	0	0
8879	septal_defects	0	0
7895	splanchnic_nerves	0	0
9821	rheumatic_heart_disease	0	0
4365	right_atrium	0	0
13127	valvular_heart_diseases	0	0
13486	pulmonary_circulation	0	0
6123	angioma	0	0
6556	hemangiomas	0	0
10192	Cardiac_Arrhythmias	0	0
18945	HEPARIN	0	0
3427	cephalic_vein	0	0
16827	Angiomas	0	0
10345	Valvular_heart_disease	0	0
119	hypertrophic_cardiomyopathies	0	0
10918	Lymphangioma	0	0
9919	mitral_valve_stenosis	0	0
2372	malignant_hypertension	0	0
6352	Rheumatic_Heart_Disease	0	0
15593	HYPOTENSION	0	0
9595	MYOCARDIAL_INFARCTION	0	0
6318	Myocardial_infarcts	0	0
2809	clubbing	0	0
17601	heart_diseases	0	0
864	cardiopathies	0	0
16642	Cardiovascular_disease	0	0
7601	Coronary_Heart_Disease	0	0
5305	Heart_Disease	0	0
1640	Rheumatic_heart_disease	0	0
20038	arteriosclerosis_obliterans	0	0
12287	Rosacea	0	0
2876	vena_cava	0	0
4186	Valvular_heart_diseases	0	0
20083	Diabetic_retinopathy	0	0
4079	coronary_artery_bypass_graft	0	0
16802	Cardiac_arrhythmias	0	0
460	Heart_disease	0	0
7570	vascular	0	0
5716	septal_defect	0	0
13094	cardiovascular	0	0
2929	carotid_artery	0	0
14547	angiitis	0	0
17316	portal_vein	0	0
13461	aneurysms	0	0
6929	extrasystole	0	0
12056	Heart_Diseases	0	0
11084	hemangioma	0	0
19816	Aortic_stenosis	0	0
18201	morphea	0	0
11526	Mitral_Stenosis	0	0
11772	Myocardial_infarctions	0	0
3117	petechia	0	0
8964	athlete's_heart	0	0
16875	Petechiae	0	0
15486	circle_of_Willis	0	0
15382	abdominal_aorta	0	0
13536	tubules	0	1
8987	referred_pain	0	1
1706	Cushing's_disease	0	1
9157	breasts	0	1
18300	amniotic_cavity	0	1
4256	Hypoadrenocorticism	0	1
10128	hyperparathyroidism	0	1
3778	aldosteronism	0	1
2083	healing	0	1
5901	Decubitus	0	1
3477	convalescence	0	1
1948	metastasize	0	1
6856	LIT	0	1
17135	monoamine_oxidase	0	1
12325	Hips	0	1
4095	helminthiasis	0	1
5067	Trematodes	0	1
16484	Tourette's_Syndrome	0	1
6599	renal_artery	0	1
1487	strain	0	1
16926	HIPS	0	1
18048	hyperadrenocorticism	0	1
7568	rapid	0	1
14798	Gilles_de_la_Tourette_Syndrome	0	1
3854	Helminthiasis	0	1
8226	Healing	0	1
19975	magnetic_field	0	1
12913	rubbing	0	1
9998	mesial	0	1
9654	quadriceps_femoris	0	1
4995	Hypothermia	0	1
12353	HEALING	0	1
4905	Adrenocortical	0	1
10876	sweating	0	1
12932	extensor	0	1
2658	SARI	0	1
11558	EM	0	1
17691	Trematode	0	1
10518	malformation	0	1
9602	hypoparathyroidism	0	1
212	Hyperparathyroidism	0	1
11048	Cushing's_Disease	0	1
